,product_cd,category_major_cd,category_medium_cd,category_small_cd,unit_price,unit_cost,category_major_name,category_medium_name,category_small_name
6178,P080401002,08,804,80401,80.0,62.0,菓子,ビスケット,ビスケット・クッキー
6179,P080401003,08,804,80401,90.0,66.0,菓子,ビスケット,ビスケット・クッキー
6180,P080401004,08,804,80401,90.0,71.0,菓子,ビスケット,ビスケット・クッキー
6181,P080401005,08,804,80401,90.0,68.0,菓子,ビスケット,ビスケット・クッキー
6182,P080401006,08,804,80401,90.0,66.0,菓子,ビスケット,ビスケット・クッキー
6183,P080401007,08,804,80401,100.0,74.0,菓子,ビスケット,ビスケット・クッキー
6184,P080401008,08,804,80401,100.0,70.0,菓子,ビスケット,ビスケット・クッキー
6185,P080401009,08,804,80401,110.0,79.0,菓子,ビスケット,ビスケット・クッキー
6186,P080401010,08,804,80401,110.0,79.0,菓子,ビスケット,ビスケット・クッキー
6187,P080401011,08,804,80401,110.0,78.0,菓子,ビスケット,ビスケット・クッキー
6188,P080401012,08,804,80401,125.0,90.0,菓子,ビスケット,ビスケット・クッキー
6189,P080401013,08,804,80401,135.0,101.0,菓子,ビスケット,ビスケット・クッキー
6190,P080401014,08,804,80401,135.0,101.0,菓子,ビスケット,ビスケット・クッキー
6191,P080401015,08,804,80401,135.0,99.0,菓子,ビスケット,ビスケット・クッキー
6192,P080401016,08,804,80401,135.0,104.0,菓子,ビスケット,ビスケット・クッキー
6193,P080401017,08,804,80401,135.0,95.0,菓子,ビスケット,ビスケット・クッキー
6194,P080401018,08,804,80401,135.0,96.0,菓子,ビスケット,ビスケット・クッキー
6195,P080401019,08,804,80401,135.0,97.0,菓子,ビスケット,ビスケット・クッキー
6196,P080401020,08,804,80401,168.0,127.0,菓子,ビスケット,ビスケット・クッキー
6197,P080401021,08,804,80401,178.0,142.0,菓子,ビスケット,ビスケット・クッキー
6198,P080401022,08,804,80401,180.0,136.0,菓子,ビスケット,ビスケット・クッキー
6199,P080401023,08,804,80401,180.0,141.0,菓子,ビスケット,ビスケット・クッキー
6200,P080401024,08,804,80401,180.0,131.0,菓子,ビスケット,ビスケット・クッキー
6201,P080401025,08,804,80401,180.0,128.0,菓子,ビスケット,ビスケット・クッキー
6202,P080401026,08,804,80401,195.0,149.0,菓子,ビスケット,ビスケット・クッキー
6203,P080401027,08,804,80401,195.0,138.0,菓子,ビスケット,ビスケット・クッキー
6204,P080401028,08,804,80401,195.0,142.0,菓子,ビスケット,ビスケット・クッキー
6205,P080401029,08,804,80401,195.0,138.0,菓子,ビスケット,ビスケット・クッキー
6206,P080401030,08,804,80401,195.0,143.0,菓子,ビスケット,ビスケット・クッキー
6207,P080401031,08,804,80401,198.0,154.0,菓子,ビスケット,ビスケット・クッキー
6208,P080401032,08,804,80401,198.0,151.0,菓子,ビスケット,ビスケット・クッキー
6209,P080401033,08,804,80401,225.0,174.0,菓子,ビスケット,ビスケット・クッキー
6210,P080401034,08,804,80401,225.0,166.0,菓子,ビスケット,ビスケット・クッキー
6211,P080401035,08,804,80401,225.0,166.0,菓子,ビスケット,ビスケット・クッキー
6212,P080401036,08,804,80401,265.0,210.0,菓子,ビスケット,ビスケット・クッキー
6213,P080401037,08,804,80401,270.0,207.0,菓子,ビスケット,ビスケット・クッキー
6214,P080401038,08,804,80401,270.0,193.0,菓子,ビスケット,ビスケット・クッキー
6215,P080401039,08,804,80401,270.0,199.0,菓子,ビスケット,ビスケット・クッキー
6216,P080401040,08,804,80401,270.0,198.0,菓子,ビスケット,ビスケット・クッキー
6217,P080401041,08,804,80401,270.0,216.0,菓子,ビスケット,ビスケット・クッキー
6218,P080401042,08,804,80401,365.0,270.0,菓子,ビスケット,ビスケット・クッキー
6219,P080401043,08,804,80401,448.0,338.0,菓子,ビスケット,ビスケット・クッキー
6220,P080402001,08,804,80402,45.0,35.0,菓子,ビスケット,クラッカー
6221,P080402002,08,804,80402,45.0,32.0,菓子,ビスケット,クラッカー
6222,P080402003,08,804,80402,50.0,38.0,菓子,ビスケット,クラッカー
6223,P080402004,08,804,80402,90.0,70.0,菓子,ビスケット,クラッカー
6224,P080402005,08,804,80402,125.0,99.0,菓子,ビスケット,クラッカー
6225,P080402006,08,804,80402,135.0,106.0,菓子,ビスケット,クラッカー
6226,P080402007,08,804,80402,140.0,101.0,菓子,ビスケット,クラッカー
6227,P080402008,08,804,80402,141.0,106.0,菓子,ビスケット,クラッカー
6228,P080402009,08,804,80402,190.0,146.0,菓子,ビスケット,クラッカー
6229,P080402010,08,804,80402,238.0,190.0,菓子,ビスケット,クラッカー
6230,P080402011,08,804,80402,298.0,233.0,菓子,ビスケット,クラッカー
6231,P080403001,08,804,80403,175.0,128.0,菓子,ビスケット,油菓子
6232,P080403002,08,804,80403,175.0,133.0,菓子,ビスケット,油菓子
6233,P080403003,08,804,80403,185.0,141.0,菓子,ビスケット,油菓子
6234,P080403004,08,804,80403,188.0,148.0,菓子,ビスケット,油菓子
6235,P080403005,08,804,80403,188.0,144.0,菓子,ビスケット,油菓子
6236,P080403006,08,804,80403,195.0,155.0,菓子,ビスケット,油菓子
6237,P080403007,08,804,80403,198.0,143.0,菓子,ビスケット,油菓子
6238,P080403008,08,804,80403,218.0,157.0,菓子,ビスケット,油菓子
6239,P080403009,08,804,80403,248.0,179.0,菓子,ビスケット,油菓子
6240,P080404001,08,804,80404,58.0,44.0,菓子,ビスケット,その他
6241,P080501001,08,805,80501,195.0,146.0,菓子,駄菓子,羊羹・最中
6242,P080501002,08,805,80501,198.0,155.0,菓子,駄菓子,羊羹・最中
6243,P080501003,08,805,80501,228.0,169.0,菓子,駄菓子,羊羹・最中
6244,P080501004,08,805,80501,258.0,205.0,菓子,駄菓子,羊羹・最中
6245,P080501005,08,805,80501,258.0,184.0,菓子,駄菓子,羊羹・最中
6246,P080501006,08,805,80501,258.0,193.0,菓子,駄菓子,羊羹・最中
6247,P080501007,08,805,80501,258.0,199.0,菓子,駄菓子,羊羹・最中
6248,P080501008,08,805,80501,268.0,209.0,菓子,駄菓子,羊羹・最中
6249,P080501009,08,805,80501,278.0,201.0,菓子,駄菓子,羊羹・最中
6250,P080502001,08,805,80502,278.0,218.0,菓子,駄菓子,ドーナツ
6251,P080502002,08,805,80502,278.0,215.0,菓子,駄菓子,ドーナツ
6252,P080503001,08,805,80503,100.0,78.0,菓子,駄菓子,常温デザート・ケーキ
6253,P080503002,08,805,80503,135.0,100.0,菓子,駄菓子,常温デザート・ケーキ
6254,P080503003,08,805,80503,178.0,141.0,菓子,駄菓子,常温デザート・ケーキ
6255,P080503004,08,805,80503,198.0,142.0,菓子,駄菓子,常温デザート・ケーキ
6256,P080503005,08,805,80503,218.0,165.0,菓子,駄菓子,常温デザート・ケーキ
6257,P080503006,08,805,80503,238.0,169.0,菓子,駄菓子,常温デザート・ケーキ
6258,P080503007,08,805,80503,238.0,173.0,菓子,駄菓子,常温デザート・ケーキ
6259,P080503008,08,805,80503,238.0,168.0,菓子,駄菓子,常温デザート・ケーキ
6260,P080503009,08,805,80503,258.0,205.0,菓子,駄菓子,常温デザート・ケーキ
6261,P080503010,08,805,80503,258.0,197.0,菓子,駄菓子,常温デザート・ケーキ
6262,P080503011,08,805,80503,258.0,206.0,菓子,駄菓子,常温デザート・ケーキ
6263,P080503012,08,805,80503,258.0,188.0,菓子,駄菓子,常温デザート・ケーキ
6264,P080503013,08,805,80503,258.0,189.0,菓子,駄菓子,常温デザート・ケーキ
6265,P080503014,08,805,80503,258.0,189.0,菓子,駄菓子,常温デザート・ケーキ
6266,P080503015,08,805,80503,268.0,189.0,菓子,駄菓子,常温デザート・ケーキ
6267,P080503016,08,805,80503,268.0,212.0,菓子,駄菓子,常温デザート・ケーキ
6268,P080503017,08,805,80503,298.0,230.0,菓子,駄菓子,常温デザート・ケーキ
6269,P080503018,08,805,80503,980.0,723.0,菓子,駄菓子,常温デザート・ケーキ
6270,P080504001,08,805,80504,110.0,77.0,菓子,駄菓子,その他駄菓子
6271,P080504002,08,805,80504,110.0,81.0,菓子,駄菓子,その他駄菓子
6272,P080504003,08,805,80504,178.0,142.0,菓子,駄菓子,その他駄菓子
6273,P080504004,08,805,80504,178.0,129.0,菓子,駄菓子,その他駄菓子
6274,P080504005,08,805,80504,178.0,127.0,菓子,駄菓子,その他駄菓子
6275,P080504006,08,805,80504,178.0,131.0,菓子,駄菓子,その他駄菓子
6276,P080504007,08,805,80504,180.0,142.0,菓子,駄菓子,その他駄菓子
6277,P080504008,08,805,80504,198.0,151.0,菓子,駄菓子,その他駄菓子
6278,P080504009,08,805,80504,252.0,202.0,菓子,駄菓子,その他駄菓子
6279,P080504010,08,805,80504,258.0,200.0,菓子,駄菓子,その他駄菓子
6280,P080504011,08,805,80504,258.0,191.0,菓子,駄菓子,その他駄菓子
6281,P080504012,08,805,80504,258.0,182.0,菓子,駄菓子,その他駄菓子
6282,P080504013,08,805,80504,258.0,187.0,菓子,駄菓子,その他駄菓子
6283,P080504014,08,805,80504,258.0,192.0,菓子,駄菓子,その他駄菓子
6284,P080504015,08,805,80504,258.0,192.0,菓子,駄菓子,その他駄菓子
6285,P080504016,08,805,80504,258.0,205.0,菓子,駄菓子,その他駄菓子
6286,P080504017,08,805,80504,268.0,199.0,菓子,駄菓子,その他駄菓子
6287,P080504018,08,805,80504,288.0,205.0,菓子,駄菓子,その他駄菓子
6288,P080504019,08,805,80504,288.0,228.0,菓子,駄菓子,その他駄菓子
6289,P080504020,08,805,80504,288.0,230.0,菓子,駄菓子,その他駄菓子
6290,P080504021,08,805,80504,288.0,228.0,菓子,駄菓子,その他駄菓子
6291,P080504022,08,805,80504,288.0,204.0,菓子,駄菓子,その他駄菓子
6292,P080504023,08,805,80504,290.0,223.0,菓子,駄菓子,その他駄菓子
6293,P080504024,08,805,80504,290.0,224.0,菓子,駄菓子,その他駄菓子
6294,P080504025,08,805,80504,290.0,223.0,菓子,駄菓子,その他駄菓子
6295,P080504026,08,805,80504,308.0,231.0,菓子,駄菓子,その他駄菓子
6296,P080504027,08,805,80504,,,菓子,駄菓子,その他駄菓子
6297,P080601001,08,806,80601,338.0,267.0,菓子,豆菓子,落花生
6298,P080602001,08,806,80602,208.0,148.0,菓子,豆菓子,ナッツ類
6299,P080602002,08,806,80602,398.0,297.0,菓子,豆菓子,ナッツ類
6300,P080602003,08,806,80602,428.0,340.0,菓子,豆菓子,ナッツ類
6301,P080602004,08,806,80602,588.0,438.0,菓子,豆菓子,ナッツ類
6302,P080603001,08,806,80603,80.0,63.0,菓子,豆菓子,その他豆菓子
6303,P080603002,08,806,80603,145.0,110.0,菓子,豆菓子,その他豆菓子
6304,P080603003,08,806,80603,145.0,112.0,菓子,豆菓子,その他豆菓子
6305,P080603004,08,806,80603,145.0,113.0,菓子,豆菓子,その他豆菓子
6306,P080603005,08,806,80603,248.0,192.0,菓子,豆菓子,その他豆菓子
6307,P080603006,08,806,80603,288.0,228.0,菓子,豆菓子,その他豆菓子
6308,P080701001,08,807,80701,75.0,55.0,菓子,米菓子,あられ・おかき
6309,P080701002,08,807,80701,138.0,109.0,菓子,米菓子,あられ・おかき
6310,P080701003,08,807,80701,138.0,104.0,菓子,米菓子,あられ・おかき
6311,P080701004,08,807,80701,140.0,111.0,菓子,米菓子,あられ・おかき
6312,P080701005,08,807,80701,140.0,98.0,菓子,米菓子,あられ・おかき
6313,P080701006,08,807,80701,150.0,108.0,菓子,米菓子,あられ・おかき
6314,P080701007,08,807,80701,150.0,108.0,菓子,米菓子,あられ・おかき
6315,P080701008,08,807,80701,150.0,118.0,菓子,米菓子,あられ・おかき
6316,P080701009,08,807,80701,160.0,122.0,菓子,米菓子,あられ・おかき
6317,P080701010,08,807,80701,160.0,115.0,菓子,米菓子,あられ・おかき
6318,P080701011,08,807,80701,160.0,121.0,菓子,米菓子,あられ・おかき
6319,P080701012,08,807,80701,160.0,116.0,菓子,米菓子,あられ・おかき
6320,P080701013,08,807,80701,168.0,125.0,菓子,米菓子,あられ・おかき
6321,P080701014,08,807,80701,168.0,133.0,菓子,米菓子,あられ・おかき
6322,P080701015,08,807,80701,175.0,133.0,菓子,米菓子,あられ・おかき
6323,P080701016,08,807,80701,175.0,136.0,菓子,米菓子,あられ・おかき
6324,P080701017,08,807,80701,188.0,149.0,菓子,米菓子,あられ・おかき
6325,P080701018,08,807,80701,188.0,138.0,菓子,米菓子,あられ・おかき
6326,P080701019,08,807,80701,188.0,148.0,菓子,米菓子,あられ・おかき
6327,P080701020,08,807,80701,188.0,148.0,菓子,米菓子,あられ・おかき
6328,P080701021,08,807,80701,195.0,143.0,菓子,米菓子,あられ・おかき
6329,P080701022,08,807,80701,195.0,145.0,菓子,米菓子,あられ・おかき
6330,P080701023,08,807,80701,195.0,151.0,菓子,米菓子,あられ・おかき
6331,P080701024,08,807,80701,195.0,141.0,菓子,米菓子,あられ・おかき
6332,P080701025,08,807,80701,195.0,153.0,菓子,米菓子,あられ・おかき
6333,P080701026,08,807,80701,195.0,154.0,菓子,米菓子,あられ・おかき
6334,P080701027,08,807,80701,195.0,152.0,菓子,米菓子,あられ・おかき
6335,P080701028,08,807,80701,195.0,148.0,菓子,米菓子,あられ・おかき
6336,P080701029,08,807,80701,195.0,137.0,菓子,米菓子,あられ・おかき
6337,P080701030,08,807,80701,198.0,151.0,菓子,米菓子,あられ・おかき
6338,P080701031,08,807,80701,228.0,167.0,菓子,米菓子,あられ・おかき
6339,P080701032,08,807,80701,268.0,214.0,菓子,米菓子,あられ・おかき
6340,P080701033,08,807,80701,288.0,222.0,菓子,米菓子,あられ・おかき
6341,P080701034,08,807,80701,880.0,682.0,菓子,米菓子,あられ・おかき
6342,P080702001,08,807,80702,110.0,81.0,菓子,米菓子,煎餅
6343,P080702002,08,807,80702,125.0,93.0,菓子,米菓子,煎餅
6344,P080702003,08,807,80702,140.0,104.0,菓子,米菓子,煎餅
6345,P080702004,08,807,80702,178.0,130.0,菓子,米菓子,煎餅
6346,P080702005,08,807,80702,195.0,144.0,菓子,米菓子,煎餅
6347,P080702006,08,807,80702,198.0,157.0,菓子,米菓子,煎餅
6348,P080702007,08,807,80702,218.0,155.0,菓子,米菓子,煎餅
6349,P080702008,08,807,80702,238.0,183.0,菓子,米菓子,煎餅
6350,P080702009,08,807,80702,258.0,190.0,菓子,米菓子,煎餅
6351,P080702010,08,807,80702,268.0,199.0,菓子,米菓子,煎餅
6352,P080702011,08,807,80702,268.0,211.0,菓子,米菓子,煎餅
6353,P080702012,08,807,80702,278.0,215.0,菓子,米菓子,煎餅
6354,P080702013,08,807,80702,288.0,225.0,菓子,米菓子,煎餅
6355,P080703001,08,807,80703,248.0,180.0,菓子,米菓子,その他米菓子
6356,P080801001,08,808,80801,50.0,36.0,菓子,珍味,水産珍味
6357,P080801002,08,808,80801,98.0,71.0,菓子,珍味,水産珍味
6358,P080801003,08,808,80801,98.0,72.0,菓子,珍味,水産珍味
6359,P080801004,08,808,80801,98.0,71.0,菓子,珍味,水産珍味
6360,P080801005,08,808,80801,98.0,76.0,菓子,珍味,水産珍味
6361,P080801006,08,808,80801,100.0,76.0,菓子,珍味,水産珍味
6362,P080801007,08,808,80801,218.0,168.0,菓子,珍味,水産珍味
6363,P080801008,08,808,80801,238.0,184.0,菓子,珍味,水産珍味
6364,P080801009,08,808,80801,258.0,185.0,菓子,珍味,水産珍味
6365,P080801010,08,808,80801,278.0,213.0,菓子,珍味,水産珍味
6366,P080801011,08,808,80801,288.0,227.0,菓子,珍味,水産珍味
6367,P080801012,08,808,80801,358.0,279.0,菓子,珍味,水産珍味
6368,P080801013,08,808,80801,368.0,274.0,菓子,珍味,水産珍味
6369,P080801014,08,808,80801,600.0,457.0,菓子,珍味,水産珍味
6370,P080801015,08,808,80801,1356.0,965.0,菓子,珍味,水産珍味
6371,P080802001,08,808,80802,98.0,70.0,菓子,珍味,畜産珍味
6372,P080803001,08,808,80803,100.0,73.0,菓子,珍味,漬物珍味
6373,P080804001,08,808,80804,100.0,73.0,菓子,珍味,ドライフルーツ
6374,P080805001,08,808,80805,88.0,67.0,菓子,珍味,その他珍味
6375,P080805002,08,808,80805,98.0,78.0,菓子,珍味,その他珍味
6376,P080805003,08,808,80805,98.0,78.0,菓子,珍味,その他珍味
6377,P080805004,08,808,80805,98.0,74.0,菓子,珍味,その他珍味
6378,P080805005,08,808,80805,195.0,143.0,菓子,珍味,その他珍味
6379,P080805006,08,808,80805,198.0,152.0,菓子,珍味,その他珍味
6380,P080805007,08,808,80805,468.0,366.0,菓子,珍味,その他珍味
6381,P080901001,08,809,80901,95.0,71.0,菓子,その他菓子,菓子詰め合わせ
6382,P080901002,08,809,80901,950.0,683.0,菓子,その他菓子,菓子詰め合わせ
6383,P080903001,08,809,80903,100.0,80.0,菓子,その他菓子,その他
6384,P080903002,08,809,80903,100.0,80.0,菓子,その他菓子,その他
6385,P080903003,08,809,80903,100.0,79.0,菓子,その他菓子,その他
6386,P080903004,08,809,80903,100.0,71.0,菓子,その他菓子,その他
6387,P080903005,08,809,80903,100.0,77.0,菓子,その他菓子,その他
6388,P080903006,08,809,80903,100.0,77.0,菓子,その他菓子,その他
6389,P080903007,08,809,80903,100.0,77.0,菓子,その他菓子,その他
6390,P080903008,08,809,80903,100.0,77.0,菓子,その他菓子,その他
6391,P080903009,08,809,80903,100.0,72.0,菓子,その他菓子,その他
6392,P080903010,08,809,80903,100.0,78.0,菓子,その他菓子,その他
6393,P080903011,08,809,80903,100.0,78.0,菓子,その他菓子,その他
6394,P080903012,08,809,80903,100.0,72.0,菓子,その他菓子,その他
6395,P080903013,08,809,80903,100.0,74.0,菓子,その他菓子,その他
6396,P090102001,09,901,90102,60.0,45.0,洗剤,洗剤,洗濯用洗剤
6397,P090102002,09,901,90102,68.0,51.0,洗剤,洗剤,洗濯用洗剤
6398,P090102003,09,901,90102,72.0,54.0,洗剤,洗剤,洗濯用洗剤
6399,P090102004,09,901,90102,90.0,68.0,洗剤,洗剤,洗濯用洗剤
6400,P090102005,09,901,90102,100.0,75.0,洗剤,洗剤,洗濯用洗剤
6401,P090102006,09,901,90102,100.0,75.0,洗剤,洗剤,洗濯用洗剤
6402,P090102007,09,901,90102,125.0,94.0,洗剤,洗剤,洗濯用洗剤
6403,P090102008,09,901,90102,125.0,94.0,洗剤,洗剤,洗濯用洗剤
6404,P090102009,09,901,90102,135.0,101.0,洗剤,洗剤,洗濯用洗剤
6405,P090102010,09,901,90102,140.0,105.0,洗剤,洗剤,洗濯用洗剤
6406,P090102011,09,901,90102,180.0,135.0,洗剤,洗剤,洗濯用洗剤
6407,P090102012,09,901,90102,180.0,135.0,洗剤,洗剤,洗濯用洗剤
6408,P090102013,09,901,90102,180.0,135.0,洗剤,洗剤,洗濯用洗剤
6409,P090102014,09,901,90102,190.0,143.0,洗剤,洗剤,洗濯用洗剤
6410,P090102015,09,901,90102,190.0,143.0,洗剤,洗剤,洗濯用洗剤
6411,P090102016,09,901,90102,190.0,143.0,洗剤,洗剤,洗濯用洗剤
6412,P090102017,09,901,90102,195.0,146.0,洗剤,洗剤,洗濯用洗剤
6413,P090102018,09,901,90102,198.0,149.0,洗剤,洗剤,洗濯用洗剤
6414,P090102019,09,901,90102,198.0,149.0,洗剤,洗剤,洗濯用洗剤
6415,P090102020,09,901,90102,198.0,149.0,洗剤,洗剤,洗濯用洗剤
6416,P090102021,09,901,90102,210.0,158.0,洗剤,洗剤,洗濯用洗剤
6417,P090102022,09,901,90102,220.0,165.0,洗剤,洗剤,洗濯用洗剤
6418,P090102023,09,901,90102,225.0,169.0,洗剤,洗剤,洗濯用洗剤
6419,P090102024,09,901,90102,225.0,169.0,洗剤,洗剤,洗濯用洗剤
6420,P090102025,09,901,90102,225.0,169.0,洗剤,洗剤,洗濯用洗剤
6421,P090102026,09,901,90102,238.0,179.0,洗剤,洗剤,洗濯用洗剤
6422,P090102027,09,901,90102,238.0,179.0,洗剤,洗剤,洗濯用洗剤
6423,P090102028,09,901,90102,240.0,180.0,洗剤,洗剤,洗濯用洗剤
6424,P090102029,09,901,90102,248.0,186.0,洗剤,洗剤,洗濯用洗剤
6425,P090102030,09,901,90102,260.0,195.0,洗剤,洗剤,洗濯用洗剤
6426,P090102031,09,901,90102,270.0,203.0,洗剤,洗剤,洗濯用洗剤
6427,P090102032,09,901,90102,280.0,210.0,洗剤,洗剤,洗濯用洗剤
6428,P090102033,09,901,90102,285.0,214.0,洗剤,洗剤,洗濯用洗剤
6429,P090102034,09,901,90102,290.0,218.0,洗剤,洗剤,洗濯用洗剤
6430,P090102035,09,901,90102,290.0,218.0,洗剤,洗剤,洗濯用洗剤
6431,P090102036,09,901,90102,295.0,221.0,洗剤,洗剤,洗濯用洗剤
6432,P090102037,09,901,90102,295.0,221.0,洗剤,洗剤,洗濯用洗剤
6433,P090102038,09,901,90102,295.0,221.0,洗剤,洗剤,洗濯用洗剤
6434,P090102039,09,901,90102,298.0,224.0,洗剤,洗剤,洗濯用洗剤
6435,P090102040,09,901,90102,298.0,224.0,洗剤,洗剤,洗濯用洗剤
6436,P090102041,09,901,90102,298.0,224.0,洗剤,洗剤,洗濯用洗剤
6437,P090102042,09,901,90102,298.0,224.0,洗剤,洗剤,洗濯用洗剤
6438,P090102043,09,901,90102,298.0,224.0,洗剤,洗剤,洗濯用洗剤
6439,P090102044,09,901,90102,300.0,225.0,洗剤,洗剤,洗濯用洗剤
6440,P090102045,09,901,90102,310.0,233.0,洗剤,洗剤,洗濯用洗剤
6441,P090102046,09,901,90102,310.0,233.0,洗剤,洗剤,洗濯用洗剤
6442,P090102047,09,901,90102,315.0,236.0,洗剤,洗剤,洗濯用洗剤
6443,P090102048,09,901,90102,325.0,244.0,洗剤,洗剤,洗濯用洗剤
6444,P090102049,09,901,90102,328.0,246.0,洗剤,洗剤,洗濯用洗剤
6445,P090102050,09,901,90102,330.0,248.0,洗剤,洗剤,洗濯用洗剤
6446,P090102051,09,901,90102,340.0,255.0,洗剤,洗剤,洗濯用洗剤
6447,P090102052,09,901,90102,350.0,263.0,洗剤,洗剤,洗濯用洗剤
6448,P090102053,09,901,90102,360.0,270.0,洗剤,洗剤,洗濯用洗剤
6449,P090102054,09,901,90102,360.0,270.0,洗剤,洗剤,洗濯用洗剤
6450,P090102055,09,901,90102,365.0,274.0,洗剤,洗剤,洗濯用洗剤
6451,P090102056,09,901,90102,370.0,278.0,洗剤,洗剤,洗濯用洗剤
6452,P090102057,09,901,90102,380.0,285.0,洗剤,洗剤,洗濯用洗剤
6453,P090102058,09,901,90102,380.0,285.0,洗剤,洗剤,洗濯用洗剤
6454,P090102059,09,901,90102,380.0,285.0,洗剤,洗剤,洗濯用洗剤
6455,P090102060,09,901,90102,380.0,285.0,洗剤,洗剤,洗濯用洗剤
6456,P090102061,09,901,90102,388.0,291.0,洗剤,洗剤,洗濯用洗剤
6457,P090102062,09,901,90102,390.0,293.0,洗剤,洗剤,洗濯用洗剤
6458,P090102063,09,901,90102,390.0,293.0,洗剤,洗剤,洗濯用洗剤
6459,P090102064,09,901,90102,395.0,296.0,洗剤,洗剤,洗濯用洗剤
6460,P090102065,09,901,90102,395.0,296.0,洗剤,洗剤,洗濯用洗剤
6461,P090102066,09,901,90102,395.0,296.0,洗剤,洗剤,洗濯用洗剤
6462,P090102067,09,901,90102,395.0,296.0,洗剤,洗剤,洗濯用洗剤
6463,P090102068,09,901,90102,398.0,299.0,洗剤,洗剤,洗濯用洗剤
6464,P090102069,09,901,90102,400.0,300.0,洗剤,洗剤,洗濯用洗剤
6465,P090102070,09,901,90102,400.0,300.0,洗剤,洗剤,洗濯用洗剤
6466,P090102071,09,901,90102,400.0,300.0,洗剤,洗剤,洗濯用洗剤
6467,P090102072,09,901,90102,425.0,319.0,洗剤,洗剤,洗濯用洗剤
6468,P090102073,09,901,90102,428.0,321.0,洗剤,洗剤,洗濯用洗剤
6469,P090102074,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6470,P090102075,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6471,P090102076,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6472,P090102077,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6473,P090102078,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6474,P090102079,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6475,P090102080,09,901,90102,430.0,323.0,洗剤,洗剤,洗濯用洗剤
6476,P090102081,09,901,90102,438.0,329.0,洗剤,洗剤,洗濯用洗剤
6477,P090102082,09,901,90102,440.0,330.0,洗剤,洗剤,洗濯用洗剤
6478,P090102083,09,901,90102,450.0,338.0,洗剤,洗剤,洗濯用洗剤
6479,P090102084,09,901,90102,480.0,360.0,洗剤,洗剤,洗濯用洗剤
6480,P090102085,09,901,90102,490.0,368.0,洗剤,洗剤,洗濯用洗剤
6481,P090102086,09,901,90102,490.0,368.0,洗剤,洗剤,洗濯用洗剤
6482,P090102087,09,901,90102,495.0,371.0,洗剤,洗剤,洗濯用洗剤
6483,P090102088,09,901,90102,495.0,371.0,洗剤,洗剤,洗濯用洗剤
6484,P090102089,09,901,90102,498.0,374.0,洗剤,洗剤,洗濯用洗剤
6485,P090102090,09,901,90102,505.0,379.0,洗剤,洗剤,洗濯用洗剤
6486,P090102091,09,901,90102,528.0,396.0,洗剤,洗剤,洗濯用洗剤
6487,P090102092,09,901,90102,540.0,405.0,洗剤,洗剤,洗濯用洗剤
6488,P090102093,09,901,90102,560.0,420.0,洗剤,洗剤,洗濯用洗剤
6489,P090102094,09,901,90102,565.0,424.0,洗剤,洗剤,洗濯用洗剤
6490,P090102095,09,901,90102,570.0,428.0,洗剤,洗剤,洗濯用洗剤
6491,P090102096,09,901,90102,578.0,434.0,洗剤,洗剤,洗濯用洗剤
6492,P090102097,09,901,90102,580.0,435.0,洗剤,洗剤,洗濯用洗剤
6493,P090102098,09,901,90102,585.0,439.0,洗剤,洗剤,洗濯用洗剤
6494,P090102099,09,901,90102,585.0,439.0,洗剤,洗剤,洗濯用洗剤
6495,P090102100,09,901,90102,585.0,439.0,洗剤,洗剤,洗濯用洗剤
6496,P090102101,09,901,90102,588.0,441.0,洗剤,洗剤,洗濯用洗剤
6497,P090102102,09,901,90102,595.0,446.0,洗剤,洗剤,洗濯用洗剤
6498,P090102103,09,901,90102,598.0,449.0,洗剤,洗剤,洗濯用洗剤
6499,P090102104,09,901,90102,598.0,449.0,洗剤,洗剤,洗濯用洗剤
6500,P090102105,09,901,90102,598.0,449.0,洗剤,洗剤,洗濯用洗剤
6501,P090102106,09,901,90102,598.0,449.0,洗剤,洗剤,洗濯用洗剤
6502,P090102107,09,901,90102,598.0,449.0,洗剤,洗剤,洗濯用洗剤
6503,P090102108,09,901,90102,630.0,473.0,洗剤,洗剤,洗濯用洗剤
6504,P090102109,09,901,90102,630.0,473.0,洗剤,洗剤,洗濯用洗剤
6505,P090102110,09,901,90102,648.0,486.0,洗剤,洗剤,洗濯用洗剤
6506,P090102111,09,901,90102,670.0,503.0,洗剤,洗剤,洗濯用洗剤
6507,P090102112,09,901,90102,680.0,510.0,洗剤,洗剤,洗濯用洗剤
6508,P090102113,09,901,90102,680.0,510.0,洗剤,洗剤,洗濯用洗剤
6509,P090102114,09,901,90102,695.0,521.0,洗剤,洗剤,洗濯用洗剤
6510,P090102115,09,901,90102,695.0,521.0,洗剤,洗剤,洗濯用洗剤
6511,P090102116,09,901,90102,698.0,524.0,洗剤,洗剤,洗濯用洗剤
6512,P090102117,09,901,90102,698.0,524.0,洗剤,洗剤,洗濯用洗剤
6513,P090102118,09,901,90102,698.0,524.0,洗剤,洗剤,洗濯用洗剤
6514,P090102119,09,901,90102,698.0,524.0,洗剤,洗剤,洗濯用洗剤
